case_id,decline_code_bucket,decline_code,retry_attempt_number,hours_since_last_attempt,customer_tenure_days,ltv_tier,historical_ptp_honor_rate,time_of_day_bucket,day_of_week,issuer_bank_risk_tier,payment_rail,amount,amount_vs_historical_avg,is_peak_execution_window,prior_retry_success_count,guardrail_flags,outcome
case_0209,CLEAR_HARD,invalid_account,1,38.83,1119,low,0.7818438435845592,morning,tue,medium_risk,upi_autopay,4201.93,1.2991768513076412,False,0,hard_decline,0
case_0210,CLEAR_HARD,invalid_account,2,6.87,1307,high,0.3192140071295233,morning,wed,low_risk,card,485.92,0.616283885183534,False,1,hard_decline,0
case_0211,AMBIGUOUS,05_do_not_honor,3,71.75,283,medium,0.10849416476710705,early_morning,thu,medium_risk,emandate,1001.54,0.9209296260043276,False,0,,1
case_0212,CLEAR_SOFT,insufficient_funds,2,34.16,465,medium,0.4639317665289383,evening,mon,high_risk,card,2075.81,0.8251232057965419,False,0,,0
case_0213,CLEAR_SOFT,51_insufficient_funds,4,17.92,32,medium,0.8296801264399497,evening,sat,medium_risk,card,2131.55,1.1932286911274972,False,0,,1
case_0214,CLEAR_SOFT,expired_card_soft,3,58.09,188,low,0.690867786203426,evening,sun,medium_risk,card,1539.12,0.9987002495551964,True,0,,0
case_0215,CLEAR_SOFT,51_insufficient_funds,3,53.73,1360,low,0.5619873824134168,morning,mon,medium_risk,card,706.17,0.8946007257825866,False,0,,1
case_0216,CLEAR_SOFT,insufficient_funds,1,15.73,1586,low,0.798140301166208,evening,wed,low_risk,card,1317.11,1.1405572331614091,False,0,,1
case_0217,AMBIGUOUS,05_do_not_honor,3,51.7,448,low,0.8328822257191485,evening,thu,medium_risk,card,2062.05,1.033740442061134,False,1,,1
case_0218,CLEAR_SOFT,insufficient_funds,5,58.82,1233,medium,0.6438851149408804,early_morning,sat,high_risk,emandate,807.12,1.107017014027092,False,4,,1
case_0219,CLEAR_HARD,restricted_card,1,9.34,1619,high,0.2231338329261418,morning,tue,medium_risk,card,661.24,0.9803536003199136,False,0,hard_decline,0
case_0220,CLEAR_HARD,restricted_card,3,71.81,626,low,0.7164999152743378,early_morning,sun,low_risk,card,1020.4,1.3640391476681097,False,2,hard_decline,0
case_0222,CLEAR_SOFT,insufficient_funds,2,8.97,1010,medium,0.3582725210946187,afternoon,tue,low_risk,upi_autopay,933.9,0.9287653752146906,False,1,,1
case_0224,CLEAR_HARD,stolen_card,1,37.58,561,medium,0.17331309968329706,early_morning,sat,medium_risk,emandate,841.25,0.6104661262380169,False,0,hard_decline,0
case_0225,AMBIGUOUS,generic_decline,1,53.76,28,medium,0.353337644080482,afternoon,wed,low_risk,upi_autopay,263.27,1.0736797672794234,False,0,,1
case_0226,CLEAR_HARD,lost_card,1,21.96,310,low,0.6821251432143628,morning,mon,low_risk,card,1455.65,1.036489853486867,False,0,hard_decline,0
case_0227,CLEAR_HARD,stolen_card,3,21.73,66,high,0.26654727492844527,morning,thu,low_risk,card,641.46,0.5242178672961243,False,0,hard_decline,0
case_0228,CLEAR_SOFT,insufficient_funds,1,59.36,752,low,0.7140001301618498,afternoon,sun,low_risk,upi_autopay,1435.09,0.9537221464012363,True,0,peak_window_risk,1
case_0229,CLEAR_SOFT,insufficient_funds,2,59.65,1723,medium,0.17595544591565665,night,tue,low_risk,upi_autopay,872.83,0.9682145997756131,False,0,,0
case_0230,CLEAR_SOFT,insufficient_funds,1,35.56,1544,low,0.6817280503712692,evening,wed,low_risk,card,1043.78,1.2527468363297887,False,0,,0
case_0232,CLEAR_SOFT,51_insufficient_funds,2,6.48,1204,low,0.4855002319617042,afternoon,tue,high_risk,card,1072.45,0.7806074284916107,True,0,,1
case_0233,CLEAR_SOFT,51_insufficient_funds,2,55.42,1309,medium,0.8490632085047394,evening,thu,medium_risk,card,2104.42,0.9135732115684845,False,1,,0
case_0234,AMBIGUOUS,generic_decline,1,13.73,1505,medium,0.33144592511600485,evening,fri,medium_risk,card,1069.39,1.1063013714465462,False,0,,1
case_0235,CLEAR_SOFT,insufficient_funds,2,15.22,1746,low,0.5672621992879647,morning,fri,medium_risk,upi_autopay,449.06,1.173450723735046,True,0,peak_window_risk,1
case_0236,AMBIGUOUS,05_do_not_honor,1,23.27,513,medium,0.210060354665996,night,sun,low_risk,upi_autopay,581.87,1.0631449203993295,False,0,,1
case_0238,AMBIGUOUS,05_do_not_honor,3,30.0,1568,low,0.8168931441919577,morning,tue,medium_risk,card,1447.27,1.111280581290194,False,0,,1
case_0240,CLEAR_SOFT,expired_card_soft,1,28.8,1205,medium,0.31880410893381605,night,wed,low_risk,upi_autopay,1824.59,1.3521008011834066,False,0,,1
case_0241,CLEAR_SOFT,51_insufficient_funds,3,64.89,1038,low,0.6360860595220088,evening,tue,medium_risk,card,2388.05,0.7275537720046401,False,0,,1
case_0243,AMBIGUOUS,05_do_not_honor,1,26.22,852,medium,0.5014802537076936,evening,sun,high_risk,card,1058.63,0.8401800677952969,False,0,,1
case_0244,CLEAR_HARD,restricted_card,1,28.61,0,low,0.7624801886676075,afternoon,thu,high_risk,upi_autopay,1865.74,1.3267147797889929,False,0,hard_decline,0
case_0245,CLEAR_SOFT,51_insufficient_funds,3,35.36,34,high,0.7854921455138888,morning,thu,low_risk,card,755.34,0.8217449621872913,False,2,,1
case_0246,CLEAR_HARD,lost_card,2,41.69,920,medium,0.5845882396931193,night,thu,medium_risk,upi_autopay,369.61,1.0953051805214062,False,1,hard_decline,0
case_0247,CLEAR_SOFT,51_insufficient_funds,1,65.45,1055,medium,0.7969433813247154,afternoon,sat,low_risk,card,1063.68,0.9339006033984737,False,0,,1
case_0248,CLEAR_SOFT,51_insufficient_funds,1,9.84,1429,medium,0.6050156441525538,early_morning,fri,low_risk,card,1025.39,0.9730282847911935,False,0,,0
case_0249,AMBIGUOUS,05_do_not_honor,2,17.13,800,medium,0.3126113198368521,evening,sat,medium_risk,card,1221.09,1.6437003137448365,False,0,anomalous_amount,0
case_0250,CLEAR_HARD,invalid_account,1,7.85,1254,high,0.6819029486769443,morning,thu,low_risk,emandate,1050.62,0.9895252292506651,False,0,hard_decline,0
case_0251,CLEAR_SOFT,51_insufficient_funds,1,41.2,1612,medium,0.11482981733378589,night,wed,medium_risk,emandate,1822.03,0.8802537210830207,False,0,,1
case_0254,CLEAR_HARD,lost_card,1,17.55,423,low,0.772961696745184,early_morning,wed,high_risk,card,381.0,1.0089585458569104,False,0,hard_decline,0
case_0255,AMBIGUOUS,05_do_not_honor,4,22.37,296,low,0.5850451801844126,morning,sat,medium_risk,emandate,487.32,0.6841615568492578,False,3,,0
case_0256,CLEAR_SOFT,51_insufficient_funds,2,55.21,295,medium,0.2349856768104524,afternoon,fri,low_risk,card,566.07,0.7738671598779837,False,1,,1
case_0257,CLEAR_SOFT,expired_card_soft,2,60.48,1582,medium,0.6687194366938374,early_morning,mon,high_risk,card,1480.71,1.0241045571747205,False,0,,1
case_0258,CLEAR_SOFT,insufficient_funds,4,10.85,572,low,0.13224489917058135,night,sat,low_risk,upi_autopay,634.74,1.4077293968375293,False,0,npci_retry_cap_reached,0
case_0259,CLEAR_HARD,stolen_card,2,12.14,282,low,0.1436305503418617,morning,thu,low_risk,upi_autopay,2160.26,0.8135680125327335,False,1,hard_decline,0
case_0260,CLEAR_SOFT,51_insufficient_funds,1,12.56,1055,low,0.3553448927909221,morning,sat,low_risk,card,985.49,0.7384813394541763,False,0,,0
case_0261,CLEAR_HARD,invalid_account,3,62.05,1022,low,0.4195977773279599,morning,fri,medium_risk,upi_autopay,1801.46,0.6534277162988228,False,1,hard_decline,0
case_0263,AMBIGUOUS,05_do_not_honor,2,16.37,1499,medium,0.40632650455670777,afternoon,sat,high_risk,card,990.22,1.0871281578413838,False,0,,0
case_0264,CLEAR_SOFT,insufficient_funds,1,42.45,807,high,0.38680595707286713,afternoon,wed,medium_risk,card,1886.13,0.7690047139254353,False,0,,0
case_0266,CLEAR_SOFT,expired_card_soft,2,31.9,620,medium,0.6415559506885347,evening,mon,low_risk,emandate,1679.35,1.2382490570989841,False,1,,1
case_0269,CLEAR_SOFT,51_insufficient_funds,1,63.06,1075,medium,0.6846630660317673,afternoon,sat,low_risk,upi_autopay,2095.18,0.6356372935626875,False,0,,0
case_0270,AMBIGUOUS,generic_decline,4,27.5,1381,medium,0.20187773390959543,morning,tue,low_risk,upi_autopay,2892.19,0.9936345274707149,False,1,npci_retry_cap_reached,0
case_0271,CLEAR_HARD,invalid_account,1,48.11,1365,high,0.45815542929394654,evening,sat,low_risk,card,1045.33,1.1365428190848814,False,0,hard_decline,1
case_0272,CLEAR_SOFT,insufficient_funds,2,45.95,622,low,0.33561852543146287,night,sun,low_risk,card,961.24,1.0315994448201486,False,1,,0
case_0274,CLEAR_HARD,restricted_card,1,47.36,1167,high,0.04976330452480723,early_morning,mon,low_risk,emandate,705.03,1.0016089211442025,False,0,hard_decline,0
case_0275,AMBIGUOUS,05_do_not_honor,3,71.79,70,medium,0.18275160976601143,morning,tue,medium_risk,card,1468.94,0.6525179171593026,False,1,,0
case_0276,CLEAR_SOFT,51_insufficient_funds,2,27.91,1731,medium,0.20903143067444693,early_morning,thu,low_risk,emandate,1180.85,0.874403295933176,False,1,,0
case_0277,CLEAR_SOFT,expired_card_soft,1,19.27,1380,low,0.579557514600413,early_morning,wed,low_risk,card,2636.23,0.835023236933664,False,0,,1
case_0278,CLEAR_HARD,invalid_account,5,43.27,670,medium,0.29834834567275526,early_morning,sun,low_risk,upi_autopay,1079.38,1.2739091974854946,False,1,npci_retry_cap_reached;hard_decline,0
case_0279,CLEAR_SOFT,51_insufficient_funds,3,32.08,34,medium,0.25539607497851946,night,thu,low_risk,card,2124.9,0.8065521965724086,False,0,,1
