case_id,timestamp,decline_code,amount,tree_model_score,routing_rationale,tree_model_top_features,routed_to_llm,llm_recommended_action,llm_confidence,llm_reasoning_summary,llm_schema_valid,guardrail_flags,proposed_action,final_action,guardrail_overrode,override_rule,requires_human_review,model_version,pipeline_version,baseline_final_action,baseline_guardrail_overrode,baseline_override_rule,pipeline_retried,baseline_retried
case_0041,2026-09-04T11:37:22.530248+00:00,lost_card,1273.18,0.1474892102093742,"score=0.1475 vs band=[0.3793, 0.4681] (in_band=False); decline_code='lost_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 242, ""shap_value"": -0.16894110432242748}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0042,2026-09-04T11:37:22.530490+00:00,insufficient_funds,2374.16,0.6781596158125572,"score=0.6782 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""amount"", ""value"": 2374.16, ""shap_value"": -0.22503516008216362}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6454693221245766, ""shap_value"": 0.22239568352277692}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0043,2026-09-04T11:37:24.571218+00:00,51_insufficient_funds,1327.32,0.39098089091843263,"score=0.3910 vs band=[0.3793, 0.4681] (in_band=True); decline_code='51_insufficient_funds' (is_ambiguous=False) -> ROUTED to LLM (trigger: probability_band)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3601349829921014, ""shap_value"": -0.21513918670182097}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",True,prompt_alt_payment,0.85,"The features used for this assessment are decline_code_bucket, issuer_bank_risk_tier, historical_ptp_honor_rate, ltv_tier, and payment_rail. While the decline_code_bucket (CLEAR_SOFT) provided a positive shap_value of 0.397 and payment_rail (card) provided a positive shap_value of 0.122, these are outweighed by the negative shap_values of the issuer_bank_risk_tier (-0.258), historical_ptp_honor_rate (-0.215), and ltv_tier (-0.127). The combination of a high-risk issuer bank and low historical promise-to-pay honor rate significantly diminishes the likelihood of a successful retry, despite the soft decline code. Because the model score is mid-band and the negative drivers are substantial, I recommend prompting for an alternative payment method rather than risking further automated retries. Unranked context, not a SHAP-attributed driver: the current retry_attempt_number is 2 and the customer has been with us for 724 days.",True,,prompt_alt_payment,prompt_alt_payment,False,,False,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0044,2026-09-04T11:37:24.571848+00:00,generic_decline,3439.34,0.37554408666426337,"score=0.3755 vs band=[0.3793, 0.4681] (in_band=False); decline_code='generic_decline' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""amount"", ""value"": 3439.34, ""shap_value"": -0.4365994560635423}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6458339460465462, ""shap_value"": 0.22295480192704883}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 1432, ""shap_value"": 0.1443812227540498}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0045,2026-09-04T11:37:24.572129+00:00,51_insufficient_funds,1635.89,0.5882378432772327,"score=0.5882 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6111391850912529, ""shap_value"": 0.16975346703619346}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}, {""feature"": ""prior_retry_success_count"", ""value"": 0, ""shap_value"": 0.1034309920825466}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0046,2026-09-04T11:37:26.523548+00:00,05_do_not_honor,1030.65,0.3635033552228524,"score=0.3635 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2391734704379987, ""shap_value"": -0.40062292433551105}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",True,escalate_human,0.85,"The features provided for analysis are: historical_ptp_honor_rate, ltv_tier, day_of_week, payment_rail, and issuer_bank_risk_tier. The historical_ptp_honor_rate has a significant negative shap_value (-0.40), indicating a strong tendency away from recovery for this user. Additionally, ltv_tier has a negative shap_value (-0.20) and issuer_bank_risk_tier has a negative shap_value (-0.12), both contributing to the decline probability. While day_of_week (0.16) and payment_rail (0.12) have positive shap_values, they are not sufficient to offset the combined negative weight of the historical honor rate and ltv tier. Given the decline code 05_do_not_honor, the low historical honor rate, and the low LTV tier, further automated retries are risky. I recommend manual review as the data suggests a low likelihood of successful recovery via automated means.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0047,2026-09-04T11:37:26.332836+00:00,05_do_not_honor,653.67,0.4193278576409699,"score=0.4193 vs band=[0.3793, 0.4681] (in_band=True); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: probability_band+ambiguous_code)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""retry_attempt_number"", ""value"": 5, ""shap_value"": -0.25870134593777805}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3969367320780002, ""shap_value"": -0.1587069726216886}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",True,escalate_human,0.85,"The features provided in the shap_top_features list are: issuer_bank_risk_tier, retry_attempt_number, historical_ptp_honor_rate, ltv_tier, and payment_rail. The model displays conflicting signals: a positive impact on recovery from issuer_bank_risk_tier (0.2656) and payment_rail (0.1222), countered by negative impacts from retry_attempt_number (-0.2587), historical_ptp_honor_rate (-0.1587), and ltv_tier (-0.1275). With this being the 5th retry attempt, the heavy negative weight on retry_attempt_number makes an automated retry high-risk. While the issuer bank risk is categorized as medium (a positive contributor here), the historical payment performance and the sheer volume of attempts suggest potential insolvency or terminal issues with the card. I am missing data regarding the specific 'reason' behind the 5th decline which would be necessary for a definitive retry decision. Given the conflict between bank risk factors and long-term history/retry fatigue, manual oversight is safer than automated persistence.",True,network_retry_cap_exceeded,escalate_human,no_retry_prompt_update,True,network_retry_cap_exceeded,True,gemini:gemini-3.1-flash-lite,phase7_v1,no_retry_prompt_update,True,network_retry_cap_exceeded,False,False
case_0048,2026-09-04T11:37:28.154395+00:00,05_do_not_honor,615.39,0.3436621842068005,"score=0.3437 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2790600007805793, ""shap_value"": -0.3394604721392194}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""customer_tenure_days"", ""value"": 181, ""shap_value"": -0.1850021647860116}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}]",True,escalate_human,0.85,"The features provided for this case are: historical_ptp_honor_rate, issuer_bank_risk_tier, day_of_week, customer_tenure_days, and payment_rail. The model's decision is heavily weighted against recovery by historical_ptp_honor_rate (negative shap_value), issuer_bank_risk_tier (negative shap_value), customer_tenure_days (negative shap_value), and payment_rail (negative shap_value). While day_of_week provides a positive shap_value, the aggregation of significant negative drivers regarding the customer's payment history, bank risk, and tenure indicates a high probability of continued failure. Due to the high aggregate negative weight and the fact that the customer is in a high-risk tier, manual review is necessary to determine if a recovery path exists. Other facts like amount_vs_historical_avg and ltv_tier were noted as unranked context, not a SHAP-attributed driver.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0049,2026-09-04T11:37:28.155026+00:00,51_insufficient_funds,1562.01,0.22082171193562744,"score=0.2208 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""prior_retry_success_count"", ""value"": 4, ""shap_value"": -0.7808645127453328}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""retry_attempt_number"", ""value"": 5, ""shap_value"": -0.25870134593777805}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}]",False,,,,,network_retry_cap_exceeded;requires_human_review_floor,retry_scheduled,no_retry_prompt_update,True,network_retry_cap_exceeded,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,network_retry_cap_exceeded,False,False
case_0050,2026-09-04T11:37:28.155335+00:00,51_insufficient_funds,1095.37,0.5266452051931897,"score=0.5266 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8298492112595931, ""shap_value"": 0.5051258698368062}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0051,2026-09-04T11:37:28.155588+00:00,stolen_card,468.67,0.18890719161022493,"score=0.1889 vs band=[0.3793, 0.4681] (in_band=False); decline_code='stolen_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3504448184352376, ""shap_value"": -0.2299981935242488}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""amount"", ""value"": 468.67, ""shap_value"": 0.15343012310899384}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0052,2026-09-04T11:37:28.155899+00:00,insufficient_funds,1179.34,0.5977665207093743,"score=0.5978 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3674325554468967, ""shap_value"": -0.20394900739612923}, {""feature"": ""customer_tenure_days"", ""value"": 1601, ""shap_value"": 0.18887825912037307}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0053,2026-09-04T11:37:28.156290+00:00,insufficient_funds,1131.51,0.6683650387217877,"score=0.6684 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3054585091217514, ""shap_value"": -0.2989807038915739}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0054,2026-09-04T11:37:28.156570+00:00,generic_decline,1981.64,0.49402375063081005,"score=0.4940 vs band=[0.3793, 0.4681] (in_band=False); decline_code='generic_decline' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6470460702203324, ""shap_value"": 0.22481348670605622}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""amount"", ""value"": 1981.64, ""shap_value"": -0.14707348462955402}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0055,2026-09-04T11:37:28.156880+00:00,51_insufficient_funds,2652.37,0.48769187362929284,"score=0.4877 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""amount"", ""value"": 2652.37, ""shap_value"": -0.280292771739329}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0056,2026-09-04T11:37:28.157137+00:00,invalid_account,634.14,0.14680835078289745,"score=0.1468 vs band=[0.3793, 0.4681] (in_band=False); decline_code='invalid_account' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 300, ""shap_value"": -0.15366993207836388}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0057,2026-09-04T11:37:30.198272+00:00,generic_decline,739.79,0.40215130940350186,"score=0.4022 vs band=[0.3793, 0.4681] (in_band=True); decline_code='generic_decline' (is_ambiguous=False) -> ROUTED to LLM (trigger: probability_band)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2138433716224736, ""shap_value"": -0.4394643814546329}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""customer_tenure_days"", ""value"": 1586, ""shap_value"": 0.1849288180227704}, {""feature"": ""time_of_day_bucket"", ""value"": ""night"", ""shap_value"": -0.12883244889996573}]",True,escalate_human,0.85,"The features provided for this case are: historical_ptp_honor_rate, issuer_bank_risk_tier, ltv_tier, customer_tenure_days, and time_of_day_bucket. The primary driver for non-recovery is the negative shap_value of historical_ptp_honor_rate (-0.439), suggesting a very low historical likelihood of promise-to-pay success for this user. The negative shap_value of ltv_tier (-0.201) and time_of_day_bucket (-0.129) further push the case away from recovery, indicating that the low LTV tier and the current night-time execution window are unfavorable factors. While the issuer_bank_risk_tier (positive shap_value 0.266) and customer_tenure_days (positive shap_value 0.185) offer favorable indicators, they are outweighed by the cumulative negative pressure. Due to the high weight of the negative historical PTP honor rate and the ambiguous decline code, manual review is recommended to avoid further erosion of the payment relationship. The case_facts such as decline_code (generic_decline) and amount are unranked context, not a SHAP-attributed driver.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0058,2026-09-04T11:37:32.240702+00:00,05_do_not_honor,949.31,0.4195819829437811,"score=0.4196 vs band=[0.3793, 0.4681] (in_band=True); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: probability_band+ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.1328696508787419, ""shap_value"": -0.5636303914235997}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""hours_since_last_attempt"", ""value"": 3.7, ""shap_value"": -0.1279417905684598}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",True,escalate_human,0.85,"The features provided for this case are: historical_ptp_honor_rate, ltv_tier, hours_since_last_attempt, payment_rail, and issuer_bank_risk_tier. The model identifies a strong negative driver in historical_ptp_honor_rate (shap_value -0.5636), indicating a high likelihood of non-recovery due to poor historical performance. While ltv_tier (shap_value +0.2798) and payment_rail (shap_value +0.1221) push the case toward recovery, these are offset by negative contributions from hours_since_last_attempt (shap_value -0.1279) and issuer_bank_risk_tier (shap_value -0.1196). Given the primary negative weight of the historical_ptp_honor_rate and the ambiguous nature of the 05_do_not_honor code, it is safer to escalate for human review rather than attempting an automatic retry. Unranked context, not a SHAP-attributed driver includes: customer_tenure_days, amount, amount_vs_historical_avg, prior_retry_success_count, is_peak_execution_window, time_of_day_bucket, and day_of_week.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0059,2026-09-04T11:37:32.241333+00:00,insufficient_funds,726.68,0.4782058570358925,"score=0.4782 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""hours_since_last_attempt"", ""value"": 0.04, ""shap_value"": -0.14217470506492075}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0060,2026-09-04T11:37:32.241625+00:00,51_insufficient_funds,1953.92,0.23194371744519215,"score=0.2319 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""amount"", ""value"": 1953.92, ""shap_value"": -0.14156778391737035}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0061,2026-09-04T11:37:34.307917+00:00,05_do_not_honor,349.02,0.3199054630809118,"score=0.3199 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.0784672229325851, ""shap_value"": -0.6470516835249808}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""retry_attempt_number"", ""value"": 5, ""shap_value"": -0.25870134593777805}, {""feature"": ""amount"", ""value"": 349.02, ""shap_value"": 0.17719480890310563}]",True,escalate_human,0.85,"The features provided for analysis are: historical_ptp_honor_rate, ltv_tier, issuer_bank_risk_tier, retry_attempt_number, and amount. The case is heavily impacted by the historical_ptp_honor_rate, which has a significant negative SHAP value (-0.647), indicating a very poor history of honoring payment promises. Additionally, the retry_attempt_number has a negative SHAP value (-0.259), suggesting that at 5 attempts, further automated retries are increasingly counterproductive. While the ltv_tier (positive SHAP value: 0.280), issuer_bank_risk_tier (positive SHAP value: 0.266), and amount (positive SHAP value: 0.177) provide some moderate support for recovery, these positive indicators do not outweigh the strong negative impact of the low historical honor rate and the high retry count. Given that we are already at 5 retry attempts with a very low PTP honor rate, I lack confidence that an automated retry will succeed. Manual intervention is recommended to assess the customer's intent or to update the payment method directly.",True,network_retry_cap_exceeded,escalate_human,no_retry_prompt_update,True,network_retry_cap_exceeded,True,gemini:gemini-3.1-flash-lite,phase7_v1,no_retry_prompt_update,True,network_retry_cap_exceeded,False,False
case_0062,2026-09-04T11:37:36.398037+00:00,05_do_not_honor,2749.21,0.5943254542700157,"score=0.5943 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.861931435602322, ""shap_value"": 0.5543211118360357}, {""feature"": ""amount"", ""value"": 2749.21, ""shap_value"": -0.299526972928646}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}]",True,retry_scheduled,0.65,"The shap_top_features provided are: historical_ptp_honor_rate, amount, ltv_tier, issuer_bank_risk_tier, and day_of_week. The historical_ptp_honor_rate (0.86) has a strong positive SHAP value, suggesting high confidence in future payment success. The ltv_tier (medium) and day_of_week also provide positive SHAP contributions. However, the amount (-2749.21) and the issuer_bank_risk_tier (high_risk) carry significant negative SHAP values, which dampen the model's confidence and suggest the risk of repeat failure. I am choosing a scheduled retry to allow for the cooling off period between attempts given the high risk bank tier and large transaction amount. Unranked context includes the decline_code of '05_do_not_honor' and 37.58 hours elapsed since last attempt, but these are not SHAP-attributed drivers. I am moderately confident in a scheduled retry as the positive signals regarding historical honor rate are robust, though the high risk bank tier limits total confidence.",True,,retry_scheduled,retry_scheduled,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0063,2026-09-04T11:37:36.398592+00:00,stolen_card,1866.94,0.1158864719062867,"score=0.1159 vs band=[0.3793, 0.4681] (in_band=False); decline_code='stolen_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6033149533390908, ""shap_value"": 0.15775570246745013}, {""feature"": ""customer_tenure_days"", ""value"": 365, ""shap_value"": -0.1365556873220857}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0064,2026-09-04T11:37:36.398859+00:00,51_insufficient_funds,1540.27,0.6572570890813939,"score=0.6573 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7642427811599861, ""shap_value"": 0.40452423539348936}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""customer_tenure_days"", ""value"": 1533, ""shap_value"": 0.17097412614457436}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
